お気に入りリストの作成方法,商品ページにある「お気に入りに追加」ボタンをクリックしてください。
検索方法,検索バーにキーワードを入力し、Enterキーを押してください。
商品をまとめて購入できますか？,はい、カートに追加することで、複数の商品をまとめてご購入いただけます。
ポイントの有効期限は？,ご安心ください。ポイントの有効期限はございません。
本のジャンルは何がありますか？,フィクション、ノンフィクション、教育、ビジネスなど、多岐にわたるジャンルの書籍を取り揃えております。
レビューの投稿方法,商品の詳細ページからレビューを投稿できます。
電子書籍の購入特典は？,特定のキャンペーン時に特典が付与される場合があります。
複数アカウントの作成は可能ですか？,はい、複数のアカウントを作成することは可能です。ただし、アカウント間での商品の共有はできません。
電子書籍の価格,価格は商品の詳細ページからご確認ください。
学生割引の有無,誠に恐れ入りますが、現在、学生割引は実施しておりません。
電子書籍の削除は可能ですか？,購入した電子書籍は、完全な削除はできません。
人気の本は？,トップページの「ランキング」セクションをご覧ください。
返品ポリシーの確認方法,ご質問ありがとうございます。誠に恐れ入りますが、返品につきましては、いかなる場合でもお受け致しかねますので、ご了承ください。
必要なインターネット速度は？,最低5Mbps以上のインターネット接続速度を推奨いたします。
電子書籍の家族共有は可能ですか？,電子書籍を家族間で共有することはできません。
本を自動で整理できますか？,本の並び替え機能がございます。
著者名で書籍を検索するには？,検索バーに著者名を入力して検索してください。
プレビュー機能の使用方法,商品の詳細ページにアクセスし、「プレビューを見る」ボタンをクリックしてください。
ページ数の確認は可能ですか？,ページ数の記載はありませんが、商品ページに文字数が表示されています。
電子書籍の翻訳版はありますか？,はい、一部の電子書籍では翻訳版をご提供しております。
ユーザーを絞って検索するには？,検索バーにユーザー名を入力してください。
漫画を買うことはできますか？,はい、漫画カテゴリーをご覧ください。
電子書籍のバージョン更新について,購入後に電子書籍のバージョンが更新された場合は自動で最新のものを閲覧できます。
最適なブラウザは？,Google ChromeまたはMicrosoft Edgeを推奨いたします。
購入履歴をPDFで保存できますか？,現在、購入履歴のエクスポートには対応しておりません。
読了済みの本を非表示にする方法,読み終わった本などを非表示にする機能は現在対応しておりません。
特定のデバイスでのみ利用できる書籍は？,すべての書籍はすべてのデバイスで読むことができます。
電子書籍 しおり機能,現在しおり機能は対応しておりませんが開発中です！もうしばらくお待ちください。
本のカテゴリは変更可能ですか？,出品時にカテゴリを選択できます。
書籍のリストを共有できますか？,リストの共有はできません。
DRMとは？,DRM（デジタル著作権管理）は、書籍などのコンテンツの不正コピーを防止するために導入されています。
シリーズ本のまとめ買いは可能ですか？,シリーズのセット商品が提供されている場合は、まとめて購入することが可能です。
電子書籍のサンプルを印刷したい,サンプルの印刷はサポートしておりません
ダークモードにしたい,ダークモードには対応しておりません。ブラウザの拡張機能の使用をご検討ください。
検索履歴の削除,アカウント設定から削除できます。
新刊通知のジャンル指定は可能？,現時点では未対応ですが、今後のアップデートで実装予定です。
国によって本の購入可否は異なる？,いいえ、すべての書籍はすべての国で入手可能です。
かきっことは？,「かきっこ」とは、オンライン上で書籍を販売するウェブサイトです。
お金をチャージしたい,トップページのチャージアイコンからチャージすることができます
チャットが相手に届かない,名前が間違っているかもしれません。もう一度相手のユーザー名があっているか確認してください。
コメントを消したい,商品に付けられたコメントは原則削除することはできません。かきっこの利用規約に反している場合は削除されることもあります。
書籍のジャンル別で見たい,検索画面にて見たいカテゴリにチェックを入れるとジャンル別に見ることができます。
